"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"818446","NC_047563.1",39635187,39635189,"*",6.38127696739208e-152,4.95671779661103e-146,-69.5525786803565
"818447","NC_047563.1",39635212,39635214,"*",8.30703058952582e-123,1.17319369178129e-117,-64.3397798483817
"818448","NC_047563.1",39635252,39635254,"*",9.96754347396164e-87,3.9704536092989e-82,-57.5403789282116
"818450","NC_047563.1",39635520,39635522,"*",7.1849984772387e-150,2.79050807563576e-144,-67.192455054524
"820159","NC_047563.1",39920245,39920247,"*",4.78100365358137e-11,1.116060172734e-08,-52
"821449","NC_047563.1",40252760,40252762,"*",4.50530602760429e-23,2.25776739492615e-19,71.3659896455595
"821454","NC_047563.1",40254192,40254194,"*",1.91948465294475e-26,1.52140614951871e-22,-70.7650839726311
"822080","NC_047563.1",40487750,40487752,"*",8.18116939793247e-18,1.60474783404663e-14,60.3174603174603
"822086","NC_047563.1",40488279,40488281,"*",3.0417303788386e-17,5.1756694555574e-14,-56.1224489795918
"822175","NC_047563.1",40516738,40516740,"*",1.00234756779682e-15,1.14497506051371e-12,51.9806763285024
"823394","NC_047563.1",41389500,41389502,"*",1.57270144113114e-13,9.10630530412772e-11,55.3876571105776
"823395","NC_047563.1",41389505,41389507,"*",1.57059939400326e-15,1.67809913531934e-12,52.6290165530672
"823430","NC_047563.1",41395880,41395882,"*",4.57923268395194e-11,1.07558593834808e-08,50.2747252747253
"823456","NC_047563.1",41401350,41401352,"*",2.12928736197704e-27,1.89022203820731e-23,59.3518518518519
"825352","NC_047563.1",42784860,42784862,"*",4.31493792778752e-19,1.11166475073062e-15,-53.0102234002272
"833284","NC_047563.1",47284844,47284846,"*",2.15648025843239e-12,8.35653093201117e-10,-52.2268850683634
"841478","NC_047563.1",57396654,57396656,"*",1.44441597208454e-20,4.91012645043182e-17,-52.9411764705882
"845733","NC_047563.1",60895977,60895979,"*",7.19849085910183e-44,1.64455779049254e-39,51.9246519246519
"845735","NC_047563.1",60896162,60896164,"*",2.82684239650385e-21,1.07372949387774e-17,51.4821358460934
"847160","NC_047563.1",61926480,61926482,"*",5.38818229124124e-17,8.55894075126948e-14,-55.0360892388452
"861745","NC_047563.1",69288851,69288853,"*",6.41059564647373e-17,1.00090278601966e-13,53.4246575342466
"871775","NC_047564.1",2208533,2208535,"*",7.05056629782527e-15,6.2661266277985e-12,-51.3323850165956
"874009","NC_047564.1",3466584,3466586,"*",5.82984304663096e-25,3.82142298309907e-21,58.6737665363175
"874330","NC_047564.1",3509813,3509815,"*",1.09059604963575e-15,1.23308717873303e-12,-55.9864457831325
"876216","NC_047564.1",3980609,3980611,"*",5.17004500548273e-16,6.42541089350128e-13,-55.672163918041
"878774","NC_047564.1",4260214,4260216,"*",1.58097016585796e-12,6.42949564088497e-10,52.5641025641026
"878845","NC_047564.1",4267585,4267587,"*",1.89203793817661e-18,4.3035388838677e-15,-62.9213483146067
"881125","NC_047564.1",4660071,4660073,"*",1.13976364263379e-16,1.65480801678101e-13,-51.3929618768328
"882229","NC_047564.1",5112034,5112036,"*",8.57601486306838e-10,1.24119646112324e-07,50.4918032786885
"882303","NC_047564.1",5329274,5329276,"*",5.97903351853377e-31,8.07699366628483e-27,60.3531573217202
"882568","NC_047564.1",5478580,5478582,"*",2.28525630675578e-15,2.34490706748052e-12,57.5051759834368
"882618","NC_047564.1",5487761,5487763,"*",5.73712217214674e-16,7.05679241592065e-13,50.6030701754386
"883220","NC_047564.1",5624575,5624577,"*",7.79203316113049e-19,1.92144004330364e-15,-57.2499185402411
"885496","NC_047564.1",5999205,5999207,"*",2.89829910392079e-13,1.53284063740218e-10,-51.951995373048
"885617","NC_047564.1",6039640,6039642,"*",8.06206396899367e-24,4.47306081712928e-20,-66.5816326530612
"887113","NC_047564.1",6349839,6349841,"*",2.73401818495796e-22,1.22402001303308e-18,-54.5359312801173
"887911","NC_047564.1",6562808,6562810,"*",1.06408085063487e-19,3.14271847097349e-16,61.0819009100101
"888692","NC_047564.1",6723823,6723825,"*",6.73290600612714e-25,4.35820750742291e-21,73.9380652233489
"889551","NC_047564.1",6904708,6904710,"*",1.35342981784062e-18,3.17610129942752e-15,-62.0294599018003
"889845","NC_047564.1",6967485,6967487,"*",1.99391468624965e-17,3.59765915299981e-14,56.1770761839396
"889849","NC_047564.1",6968989,6968991,"*",6.40114283609117e-30,7.70875782907255e-26,75.3074370486043
"890670","NC_047564.1",7091162,7091164,"*",4.80149316394532e-22,2.06626351663672e-18,56.5909090909091
"891960","NC_047564.1",7350499,7350501,"*",1.48723891711202e-17,2.75381889210546e-14,-51.5771028037383
"895315","NC_047564.1",7923838,7923840,"*",1.62642068074845e-15,1.72705097566102e-12,50.6310819924848
"895325","NC_047564.1",7925076,7925078,"*",1.53649164206186e-22,7.16807537226832e-19,58.1651376146789
"897520","NC_047564.1",8263992,8263994,"*",8.6153482277862e-17,1.27710953689844e-13,-52.1879077859939
"898028","NC_047564.1",8357887,8357889,"*",4.13396121529606e-27,3.52867454342866e-23,-73.5294117647059
"904180","NC_047564.1",9198875,9198877,"*",1.76755813518333e-20,5.90523721999778e-17,-67.7765547605944
"904607","NC_047564.1",9307841,9307843,"*",9.32233473462058e-11,1.95259875718997e-08,-50.4184527454583
"906113","NC_047564.1",9721050,9721052,"*",3.99679671552114e-31,5.54383928575432e-27,-64.71723824665
"906172","NC_047564.1",9733279,9733281,"*",2.94480854993498e-17,5.04946611633146e-14,-53.957264957265
"906173","NC_047564.1",9733338,9733340,"*",2.15823070021374e-17,3.862733404802e-14,-53.7961282516636
"907344","NC_047564.1",10108029,10108031,"*",6.71040337888669e-16,8.08119360992351e-13,-52.1430873348373
"907444","NC_047564.1",10161172,10161174,"*",7.62111711570045e-14,4.90453642638553e-11,-52.3625429553265
"908135","NC_047564.1",10351457,10351459,"*",1.01382436919273e-24,6.30673876322024e-21,55.4614883665858
"908947","NC_047564.1",10664618,10664620,"*",1.11416817599065e-14,9.36624205565385e-12,-55.4919180348734
"910360","NC_047564.1",11040378,11040380,"*",4.73601008679523e-16,5.93345329401161e-13,-56.5521258008154
"922893","NC_047564.1",16037422,16037424,"*",3.73248351067237e-22,1.63337588460082e-18,55.9757236227824
"930513","NC_047564.1",17549314,17549316,"*",1.46181636324758e-13,8.56642635876427e-11,54.243641231593
"930776","NC_047564.1",17598062,17598064,"*",7.36868107149231e-15,6.50419699964986e-12,-60.8024691358025
"932158","NC_047564.1",17902145,17902147,"*",1.46704648861505e-16,2.07378046161476e-13,-51.8125946379264
"935971","NC_047564.1",18630734,18630736,"*",1.13978793696165e-29,1.34142599974077e-25,-67.307156780841
"939838","NC_047564.1",19409046,19409048,"*",1.58288251409813e-15,1.68658313053335e-12,-61.5802469135802
"940205","NC_047564.1",19519009,19519011,"*",4.5720748977121e-24,2.63066875505999e-20,-59.1297591297591
"940909","NC_047564.1",19691981,19691983,"*",1.46750052603095e-13,8.59598329569929e-11,-51.7219113215669
"941563","NC_047564.1",19831525,19831527,"*",5.15453424550771e-14,3.51213480488636e-11,-53.9721254355401
"946458","NC_047564.1",21007972,21007974,"*",1.24947981780174e-14,1.03469656218583e-11,-52.6254826254826
"946731","NC_047564.1",21177253,21177255,"*",2.65639900271987e-14,1.99264440550323e-11,-51.0473152578416
"952525","NC_047564.1",22822109,22822111,"*",1.85214521844782e-13,1.04251556376618e-10,50.2470212147632
"956258","NC_047564.1",23839729,23839731,"*",1.43425057456251e-21,5.75745645666717e-18,61.1581920903955
"957479","NC_047564.1",24148595,24148597,"*",7.32972486597601e-21,2.62370219133751e-17,-52.3180076628353
"959251","NC_047564.1",24485431,24485433,"*",2.01068297769557e-15,2.09358873432708e-12,59.385018944914
"959854","NC_047564.1",24756805,24756807,"*",1.97463289005079e-16,2.7147167187884e-13,-55.6903965599618
"961634","NC_047564.1",25266712,25266714,"*",1.4617652767021e-15,1.58691842332965e-12,-52.0207411926186
"962347","NC_047564.1",25381529,25381531,"*",9.79030883830975e-16,1.1208129466625e-12,57.1039222656713
"962374","NC_047564.1",25392361,25392363,"*",7.6102321970654e-12,2.41376909032097e-09,50.9920634920635
"962378","NC_047564.1",25392400,25392402,"*",1.75323426185425e-14,1.38914544588939e-11,50.2255639097744
"963793","NC_047564.1",25755831,25755833,"*",2.32121591477571e-25,1.63169829761361e-21,-60.3541781959048
"963800","NC_047564.1",25756117,25756119,"*",2.40259957605102e-15,2.44592680812932e-12,-52.9644268774704
"963802","NC_047564.1",25759525,25759527,"*",1.88298887243139e-13,1.05643162199045e-10,-56.0371517027864
"964262","NC_047564.1",25936147,25936149,"*",1.89012270611202e-12,7.48875722546742e-10,-50.2727892702887
"964278","NC_047564.1",25943881,25943883,"*",4.2480771769843e-24,2.4533341985503e-20,-74.2222222222222
"964281","NC_047564.1",25943986,25943988,"*",5.86118534203568e-25,3.82582492613821e-21,-67.1284271284271
"964286","NC_047564.1",25949330,25949332,"*",7.0781204727321e-17,1.08334928888116e-13,-51.5849182515849
"964287","NC_047564.1",25949346,25949348,"*",1.21448914193454e-17,2.3121716515896e-14,-63.3697527314549
"965109","NC_047564.1",26066042,26066044,"*",5.09674153706242e-15,4.73706852482536e-12,55.5594942691717
"965151","NC_047564.1",26078564,26078566,"*",4.96485712911202e-17,7.99274645980479e-14,-55.4057971014493
"965920","NC_047564.1",26246484,26246486,"*",2.3614745219089e-14,1.79921321848009e-11,-52.415780141844
"967530","NC_047564.1",26777678,26777680,"*",1.26443312142141e-15,1.40008623899211e-12,-57.3643410852713
"967551","NC_047564.1",26780847,26780849,"*",1.91312979364357e-11,5.20505018881305e-09,-50.4645760743322
"971840","NC_047564.1",27759064,27759066,"*",2.81429788260552e-14,2.09189736274292e-11,-57.2345679012346
"971844","NC_047564.1",27759466,27759468,"*",1.01110339718735e-18,2.45049677131605e-15,-63.8314176245211
"972702","NC_047564.1",27982628,27982630,"*",3.51791512714796e-14,2.54311228954036e-11,-50.3528514209422
"975128","NC_047564.1",28689460,28689462,"*",7.49953280822585e-16,8.88685537031114e-13,-50.7502083912198
"975348","NC_047564.1",28738847,28738849,"*",1.00026846844955e-11,3.02557663896179e-09,-51.8367346938776
"975360","NC_047564.1",28740583,28740585,"*",5.89455616947318e-19,1.47698476479235e-15,-51.2433220009713
"976806","NC_047564.1",29094425,29094427,"*",4.06134323881548e-15,3.86603814720245e-12,-55.7171626762139
"976807","NC_047564.1",29094449,29094451,"*",2.88360865070643e-11,7.31864252504989e-09,-51.7051913603638
"976943","NC_047564.1",29143457,29143459,"*",6.42662917623807e-17,1.00239870637341e-13,-55.7755102040816
"976984","NC_047564.1",29151950,29151952,"*",7.6978275513645e-13,3.50284770344778e-10,-57.7305778798316
"976999","NC_047564.1",29153853,29153855,"*",1.05254649006129e-11,3.1548351656947e-09,-50.6818181818182
"977038","NC_047564.1",29161068,29161070,"*",1.0685296856564e-12,4.60849879475377e-10,-52.9304029304029
"977070","NC_047564.1",29168238,29168240,"*",8.49322273614706e-17,1.26430113889793e-13,-50.2090800477897
"977079","NC_047564.1",29171588,29171590,"*",6.89142170915946e-15,6.14931372124329e-12,-54.1745730550285
"977096","NC_047564.1",29173638,29173640,"*",1.94420774696085e-16,2.67762752801155e-13,-57.7155655095185
"977105","NC_047564.1",29175053,29175055,"*",2.42248376439059e-17,4.25072795114643e-14,-64.4978311644978
"978026","NC_047564.1",29365181,29365183,"*",6.49327809321218e-15,5.85797414656614e-12,-54.9422799422799
"980988","NC_047564.1",30363735,30363737,"*",5.76393958972412e-21,2.08727044090516e-17,-60.505148005148
"982326","NC_047564.1",30813191,30813193,"*",9.75514925827482e-17,1.4337569164993e-13,59.6153846153846
"985820","NC_047564.1",31419240,31419242,"*",1.66430778799597e-17,3.04897868136842e-14,52.1997417133018
"985969","NC_047564.1",31469258,31469260,"*",6.33145085942686e-15,5.75206420074408e-12,-57.8858024691358
"985971","NC_047564.1",31469452,31469454,"*",3.57366021932709e-13,1.82623334708783e-10,-56.5345561742548
"987292","NC_047564.1",31889915,31889917,"*",1.00543174875715e-12,4.37155728043757e-10,-51.3763644992881
"996574","NC_047564.1",33693693,33693695,"*",1.29796101165602e-25,9.55643227897299e-22,-70.0913544287038
"999141","NC_047564.1",34203544,34203546,"*",6.77942023469387e-19,1.68242152713935e-15,-57.1153133110864
"999521","NC_047564.1",34290119,34290121,"*",2.32798161969538e-17,4.119093268203e-14,57.0485036119711
"1001539","NC_047564.1",34852013,34852015,"*",2.7461564473006e-32,4.22396679950947e-28,-66.291999759572
"1001942","NC_047564.1",34931335,34931337,"*",3.2586883242555e-11,8.10508248967895e-09,-51.4285714285714
"1003204","NC_047564.1",35160459,35160461,"*",3.96729767490486e-19,1.03237398279463e-15,57.0220588235294
"1003283","NC_047564.1",35201479,35201481,"*",3.36103847401781e-26,2.59773006699832e-22,-62.9206312369459
"1003284","NC_047564.1",35201487,35201489,"*",6.7159077862494e-18,1.33931847993882e-14,-53.6209757716562
"1003287","NC_047564.1",35201578,35201580,"*",2.21102183641085e-25,1.56130210603688e-21,-63.6192087454451
"1005463","NC_047564.1",35747916,35747918,"*",5.95575947530456e-17,9.36362890905147e-14,53.0185348631951
"1007775","NC_047564.1",36387560,36387562,"*",9.77216127279814e-20,2.90828335186482e-16,-52.8320802005013
"1007844","NC_047564.1",36408748,36408750,"*",7.52271405228113e-13,3.43624813162858e-10,-51.8133462282398
"1009590","NC_047564.1",36862560,36862562,"*",1.63440882582963e-26,1.30209503244956e-22,-76.9277108433735
"1011207","NC_047564.1",37100678,37100680,"*",1.18570279789922e-19,3.4430129582818e-16,51.9044062733383
"1014983","NC_047564.1",37744290,37744292,"*",1.938317092806e-14,1.52081444843916e-11,-52.1542227662179
"1018957","NC_047564.1",38528383,38528385,"*",1.19612032928444e-14,9.97421238093312e-12,53.6153846153846
"1019394","NC_047564.1",38602752,38602754,"*",1.2366374972322e-17,2.34285361034666e-14,-58.1649484536082
"1019506","NC_047564.1",38630284,38630286,"*",2.65465907053767e-12,9.93989767639251e-10,-50.5442850074221
"1022179","NC_047564.1",39080120,39080122,"*",7.6914005324574e-46,1.83826731738476e-41,-83.1683168316832
"1022400","NC_047564.1",39126935,39126937,"*",4.05872445040046e-16,5.16405071125031e-13,50.6725417439703
"1024988","NC_047564.1",39650863,39650865,"*",1.463348163755e-12,6.03007774281208e-10,51.9562243502052
"1027733","NC_047564.1",40541494,40541496,"*",1.16218737144862e-23,6.3350184868733e-20,53.6357734134069
"1035525","NC_047564.1",42081479,42081481,"*",1.86681894731945e-13,1.04887481878176e-10,-52.9980888676541
"1035874","NC_047564.1",42149379,42149381,"*",1.42862315044102e-23,7.67956172292322e-20,58.3793630273828
"1037006","NC_047564.1",42332397,42332399,"*",4.77528814286766e-14,3.30004505984729e-11,52.9761904761905
"1037019","NC_047564.1",42335845,42335847,"*",3.15732669926269e-11,7.89468421622657e-09,51.0631644777986
"1037020","NC_047564.1",42336150,42336152,"*",8.05342688329341e-15,7.04456779866938e-12,50.0934579439252
"1037021","NC_047564.1",42336460,42336462,"*",9.39021649226776e-13,4.13020401713119e-10,56.0606060606061
"1040870","NC_047564.1",43154562,43154564,"*",4.13428139359833e-18,8.73834703693229e-15,-58.1442560305708
"1040871","NC_047564.1",43154567,43154569,"*",1.61543662797887e-14,1.2916169025831e-11,-51.8293356913894
"1041301","NC_047564.1",43236147,43236149,"*",5.06461286922553e-11,1.17065507817374e-08,-50.105229075603
"1041718","NC_047564.1",43333010,43333012,"*",2.27864619030961e-16,3.0764006377529e-13,-51.2212643678161
"1043168","NC_047564.1",43733995,43733997,"*",1.67410265172644e-17,3.06331028221266e-14,63.7931034482759
"1046945","NC_047564.1",44609302,44609304,"*",1.67301643662968e-14,1.33285280703021e-11,51.465395480226
"1054087","NC_047564.1",46210644,46210646,"*",6.94424934383592e-25,4.43951601962223e-21,-60.774606872452
"1054837","NC_047564.1",46399265,46399267,"*",4.46560413725083e-31,6.13929316784228e-27,-67.2863485016648
"1055865","NC_047564.1",46553452,46553454,"*",6.84181654704771e-17,1.05340858496891e-13,-58.3241590214067
"1056800","NC_047564.1",46627239,46627241,"*",8.24267600033554e-20,2.50590108154588e-16,58.1818181818182
"1056801","NC_047564.1",46627243,46627245,"*",3.14604050398123e-18,6.84709019283018e-15,50.8771929824561
"1057818","NC_047564.1",46798677,46798679,"*",7.03805432696993e-20,2.15231333854392e-16,-50.6496415770609
"1057823","NC_047564.1",46798871,46798873,"*",4.15475651091142e-15,3.94770248182246e-12,-51.4711095356257
"1061258","NC_047564.1",47255091,47255093,"*",1.46800603822554e-13,8.59598329569929e-11,-52.3609163160355
"1063862","NC_047564.1",48347051,48347053,"*",3.26341009194318e-16,4.25316265041872e-13,59.8412698412698
"1064866","NC_047564.1",48535700,48535702,"*",1.47425728999279e-22,6.8984543521557e-19,-63.3059567639007
"1069391","NC_047564.1",49404271,49404273,"*",2.61437841352963e-20,8.5325352442834e-17,-58.1177629958118
"1069867","NC_047564.1",49516570,49516572,"*",6.709975723716e-16,8.08119360992351e-13,53.596837944664
"1069873","NC_047564.1",49516922,49516924,"*",9.64419120054623e-27,7.96938039703512e-23,61.5384615384615
"1070387","NC_047564.1",49581988,49581990,"*",3.76545690177316e-16,4.84247448915563e-13,-54.2837693280171
"1070685","NC_047564.1",49652969,49652971,"*",9.76815604144344e-12,2.96734784774371e-09,-50.5952380952381
"1074369","NC_047564.1",50488754,50488756,"*",1.44616890679178e-16,2.04799544701929e-13,-50.6829056111353
"1075459","NC_047564.1",50678077,50678079,"*",1.42557253950547e-28,1.49638794297129e-24,68.9553813687067
"1081033","NC_047564.1",51592869,51592871,"*",1.04371360529657e-10,2.14474736940446e-08,-52.2194223686761
"1086592","NC_047564.1",52472835,52472837,"*",1.60906775726799e-15,1.71213525991924e-12,55.2094757622286
"1087677","NC_047564.1",52709310,52709312,"*",7.04612924012812e-22,2.95048417562043e-18,-50.561797752809
"1087680","NC_047564.1",52709485,52709487,"*",2.057275093989e-18,4.65213411028196e-15,-54.4117647058823
"1088561","NC_047564.1",52811946,52811948,"*",1.66106270933144e-15,1.76142841648026e-12,-54.1801948051948
"1089598","NC_047564.1",53051431,53051433,"*",2.74855070609266e-14,2.05087703854304e-11,-55.4084967320261
"1091077","NC_047564.1",53319979,53319981,"*",6.36027269855581e-22,2.67048785421468e-18,-65.5032467532467
"1091717","NC_047564.1",53486510,53486512,"*",2.12482813169278e-15,2.20210878417974e-12,61.2972085385878
"1091718","NC_047564.1",53486531,53486533,"*",2.23086777420089e-16,3.02416725699385e-13,63.2936507936508
"1095290","NC_047564.1",54189206,54189208,"*",1.12359656925343e-19,3.29967622082262e-16,-55.1756885090218
"1095773","NC_047564.1",54259233,54259235,"*",7.05717900951604e-12,2.26183471657604e-09,54.3301519971722
"1095775","NC_047564.1",54259332,54259334,"*",4.98067528283594e-12,1.68265030278875e-09,50.414156626506
"1096693","NC_047564.1",54407808,54407810,"*",6.43515973623415e-12,2.09189024969434e-09,51.2158054711246
"1100570","NC_047564.1",55269795,55269797,"*",7.05712840354086e-24,3.972240471702e-20,-68.3923133466345
"1104923","NC_047564.1",56368618,56368620,"*",9.96831324070879e-20,2.96098755709426e-16,-51.4285714285714
"1106023","NC_047564.1",56512255,56512257,"*",1.08687216526211e-14,9.15659792902597e-12,-59.6298438403702
"1107109","NC_047564.1",57245769,57245771,"*",3.15575802070844e-13,1.64624927181331e-10,-52.4894858228192
"1107238","NC_047564.1",57267973,57267975,"*",3.76212270441998e-21,1.40493496241802e-17,-52.889414236932
"1107383","NC_047564.1",57305747,57305749,"*",5.50322263793786e-16,6.79599477707437e-13,-61.5123456790123
"1109025","NC_047564.1",57497848,57497850,"*",7.51859925698522e-18,1.49364290059098e-14,-58.5625726462611
"1111461","NC_047564.1",58263585,58263587,"*",1.4703373390942e-15,1.59358247111736e-12,-57.4861144651051
"1111480","NC_047564.1",58273681,58273683,"*",6.29112452816953e-22,2.64861302379344e-18,-56.0685817416153
"1115298","NC_047564.1",59539324,59539326,"*",2.79659948172526e-14,2.08272803666666e-11,-58.5164835164835
"1118182","NC_047565.1",516790,516792,"*",4.62487239591518e-19,1.18171505922248e-15,53.8784067085954
"1127865","NC_047565.1",2643579,2643581,"*",1.17275632821071e-19,3.41521745742801e-16,56.9541231126597
"1129015","NC_047565.1",3029863,3029865,"*",1.81221841464478e-28,1.87687726936512e-24,50.4807692307692
"1130545","NC_047565.1",3441459,3441461,"*",8.27100594791104e-17,1.23668581723796e-13,53.3523086654017
"1138710","NC_047565.1",5388682,5388684,"*",1.60010765815372e-11,4.47085934253892e-09,-52.6212832550861
"1151367","NC_047565.1",8394444,8394446,"*",6.60794464737044e-16,7.97635443773156e-13,-50.8144329896907
"1151368","NC_047565.1",8394479,8394481,"*",4.28206600897505e-14,3.00192747900525e-11,-50.9870660313138
"1153862","NC_047565.1",8920182,8920184,"*",6.83238573754847e-14,4.46539405962833e-11,53.8752913752914
"1165531","NC_047565.1",11148571,11148573,"*",2.2988334758279e-18,5.13853480794178e-15,-59.4577352472089
"1168965","NC_047565.1",11660690,11660692,"*",3.03637814971497e-12,1.11383032415618e-09,-50.6756756756757
"1175825","NC_047565.1",12856091,12856093,"*",1.21986400772638e-23,6.62616092418114e-20,-72.7744310575636
"1175829","NC_047565.1",12856477,12856479,"*",2.60804595679157e-23,1.35961382008187e-19,57.1875
"1175839","NC_047565.1",12857087,12857089,"*",7.94745879936603e-28,7.6213141784127e-24,-58.7407407407407
"1178697","NC_047565.1",13411655,13411657,"*",1.30256386009188e-17,2.44391041519441e-14,-53.7435897435898
"1183131","NC_047565.1",14181155,14181157,"*",2.18962450830721e-12,8.47439829491201e-10,-50.625
"1183832","NC_047565.1",14298015,14298017,"*",2.18035965618887e-17,3.89336821946826e-14,-54.2881355932203
"1190851","NC_047565.1",15595748,15595750,"*",6.63053885987099e-12,2.14686717420262e-09,-53.1645569620253
"1192271","NC_047565.1",15904297,15904299,"*",1.19475977741408e-13,7.20808591558475e-11,-50.5167958656331
"1193863","NC_047565.1",16399494,16399496,"*",4.99631278926047e-16,6.23944316902684e-13,-53.3724340175953
"1193865","NC_047565.1",16399613,16399615,"*",1.30256927598136e-13,7.75015793745186e-11,-51.7142172140973
"1201363","NC_047565.1",17758928,17758930,"*",7.07183215119289e-17,1.08334928888116e-13,56.5705128205128
"1203479","NC_047565.1",18234417,18234419,"*",1.08717134256899e-20,3.79537401296674e-17,50.0136410760081
"1207481","NC_047565.1",19099346,19099348,"*",7.3715682962805e-14,4.75773663407227e-11,-50.7545271629779
"1209331","NC_047565.1",19568489,19568491,"*",9.94214952781465e-16,1.13735781267547e-12,52.6180353546655
"1211225","NC_047565.1",20136871,20136873,"*",1.09953347334834e-20,3.82992430928302e-17,-51.9554030874786
"1211270","NC_047565.1",20149174,20149176,"*",3.88891495632595e-14,2.77515095432901e-11,-50.6354515050167
"1218169","NC_047565.1",22214743,22214745,"*",3.46160778683841e-14,2.50824336851354e-11,50.8918491758862
"1225480","NC_047565.1",23422766,23422768,"*",1.16991325146725e-14,9.78192987546773e-12,-58.8119590873328
"1237812","NC_047565.1",26581140,26581142,"*",3.74862552445099e-23,1.89692551039209e-19,-50.2662130223619
"1237813","NC_047565.1",26581161,26581163,"*",2.33868367771762e-25,1.63657195537469e-21,-51.771459544693
"1237814","NC_047565.1",26581199,26581201,"*",3.0974850968848e-25,2.1386676585853e-21,-54.8756756756757
"1238013","NC_047565.1",26606063,26606065,"*",2.48606243045547e-12,9.41986694366934e-10,50.8863920099875
"1238139","NC_047565.1",26647300,26647302,"*",4.0597161610501e-17,6.73089280668462e-14,-52.5158878504673
"1240379","NC_047565.1",27436071,27436073,"*",2.7284186418885e-14,2.03683346860453e-11,-52.525456195181
"1250169","NC_047565.1",30434733,30434735,"*",1.62670029228842e-24,9.79499984208317e-21,-61.1929307805596
"1251394","NC_047565.1",30770563,30770565,"*",5.10301804687549e-22,2.18995468427478e-18,-52.5582107843137
"1251476","NC_047565.1",30787009,30787011,"*",5.19960331445079e-13,2.51118207125742e-10,-51.2422360248447
"1251544","NC_047565.1",30802312,30802314,"*",2.09633538721823e-14,1.62428780298844e-11,-55.6209700028035
"1251551","NC_047565.1",30807444,30807446,"*",1.15053622376263e-11,3.39935334423297e-09,-54.5910493827161
"1253093","NC_047565.1",31431326,31431328,"*",2.43696823310114e-19,6.67357518316688e-16,-51.0416666666667
"1254099","NC_047565.1",31738361,31738363,"*",5.58655575537991e-17,8.81994005936051e-14,-63.6932707355243
"1254334","NC_047565.1",31841369,31841371,"*",3.12557286032692e-16,4.10104485519021e-13,-50.3671624929392
"1254599","NC_047565.1",31932633,31932635,"*",1.03080560710258e-14,8.73636764675392e-12,-51.0765550239235
"1255857","NC_047565.1",32343671,32343673,"*",3.4266075191436e-13,1.76560537248498e-10,51.9540455616654
"1259663","NC_047565.1",33280822,33280824,"*",3.10121981590798e-11,7.7731593887038e-09,51.7732903444765
"1259680","NC_047565.1",33283583,33283585,"*",2.88404619595572e-13,1.52857490656191e-10,-50.2860411899314
"1259947","NC_047565.1",33346364,33346366,"*",1.98962917281301e-13,1.10865383923769e-10,53.7285374107031
"1259948","NC_047565.1",33346484,33346486,"*",4.36420735268047e-17,7.15932358930827e-14,62.7417027417027
"1262267","NC_047565.1",34166947,34166949,"*",1.14873857805068e-15,1.28944169903576e-12,-61.2366737739872
"1262513","NC_047565.1",34206347,34206349,"*",5.24862355903148e-16,6.51785523577188e-13,-52.8093883357041
"1264630","NC_047565.1",34548755,34548757,"*",1.17238965681823e-16,1.69741818625487e-13,50.5263157894737
"1264631","NC_047565.1",34548930,34548932,"*",3.77749750378339e-25,2.56262641396896e-21,55.7932263814617
"1264632","NC_047565.1",34548941,34548943,"*",2.12557753705313e-26,1.6762057274211e-22,56.0767310471686
"1265345","NC_047565.1",34722511,34722513,"*",1.761404594353e-12,7.05251459830509e-10,-54.0586419753086
"1266771","NC_047565.1",35030810,35030812,"*",3.45672829074452e-27,2.98338521764286e-23,56.7307692307692
"1266980","NC_047565.1",35069385,35069387,"*",2.11654835987964e-20,7.04089568288082e-17,-63.3449883449883
"1267742","NC_047565.1",35278724,35278726,"*",2.26545464050797e-15,2.32697672351087e-12,-53.5353535353535
"1268456","NC_047565.1",35431709,35431711,"*",2.23651151789194e-14,1.71748064265111e-11,-58.0246913580247
"1268472","NC_047565.1",35435964,35435966,"*",7.98712536131509e-14,5.10623527995356e-11,-54.7347042396547
"1268665","NC_047565.1",35515846,35515848,"*",1.67914198057271e-32,2.68925682800681e-28,-73.8
"1268668","NC_047565.1",35537607,35537609,"*",5.71059128002399e-20,1.76372019361754e-16,-60.515873015873
"1272301","NC_047565.1",36179082,36179084,"*",3.84706390306046e-17,6.40596396689147e-14,59.9620235996202
"1273594","NC_047565.1",36392431,36392433,"*",2.50983669563733e-16,3.3612751911524e-13,53.9473684210526
"1273634","NC_047565.1",36400265,36400267,"*",1.39521437365441e-20,4.75327229250635e-17,51.5789473684211
"1274106","NC_047565.1",36518083,36518085,"*",5.18761354942984e-14,3.53152148747742e-11,54.9019607843137
"1275299","NC_047565.1",36676802,36676804,"*",5.60105030891454e-13,2.66659502716767e-10,-51.3522650439486
"1275471","NC_047565.1",36754793,36754795,"*",2.80792574260837e-13,1.49645497324089e-10,53.3752860411899
"1275560","NC_047565.1",36788686,36788688,"*",8.29351050773884e-13,3.72158489440422e-10,50.297619047619
"1281253","NC_047565.1",38630973,38630975,"*",2.09475092273228e-12,8.16826192059246e-10,-50.3284950343774
"1281986","NC_047565.1",38758753,38758755,"*",5.9491784267667e-12,1.9580852248319e-09,-52.0353687020354
"1282114","NC_047565.1",38812294,38812296,"*",1.74670436406023e-21,6.90467830977553e-18,61.3805309734513
